1000496,127
1000497,2
1000498,14
1000502,14
1000504,14
1001007,157
1001011,150
1001022,4
1001023,15
1001024,33
1001036,62
1001038,143
1001053,14
1001055,47
1001056,65
1001065,188
1001072,81
1001074,188
1001075,188
1001076,188
1001077,188
1001078,188
1001081,62
1001082,62
1001083,62
1001084,62
1001085,62
1001086,62
1001087,62
1001088,62
1001090,161
7205965,2
1001091,136
1001096,14
1001109,55
1001110,14
1001111,176
1001112,176
1001113,176
1001114,176
1001115,176
1001116,176
1001117,176
1001123,65
1001127,14
1001129,36
1001130,36
1001135,61
1001144,194
1001150,57
1001151,136
7205951,14
1001159,13
1001161,14
1001162,189
1001173,10
1001180,148
1001196,121
1001197,30
1001201,59
1001202,2
1001205,62
1001206,62
1001207,62
1001209,19
1001219,62
1001221,62
1001222,62
1001224,36
1001233,11
1001234,4
1001238,159
1001239,159
1001240,159
1001241,159
1001242,159
1001243,159
1001244,176
1001245,176
1001246,176
1001247,176
1001248,176
1001249,176
1001250,62
7151832,4
1001257,11
7151830,2
1001269,14
1001271,14
1001272,14
1001273,51
1001280,62
1001286,55
1001287,55
1001294,9
1001295,9
1001296,9
1001297,9
1001305,59
1001306,36
1001307,36
1001308,36
1001309,36
1001310,36
1001311,36
1001312,36
1001313,36
1001314,36
1001315,36
1001316,36
1001318,186
1001319,186
7151819,2
1001327,127
1001328,157
1001329,5
1001331,62
1001332,8
1001335,19
1001336,19
1001338,14
1001340,14
1001341,13
1001345,15
1001347,5
1001352,55
1001356,61
1001359,57
1001360,57
1001369,14
1001370,146
1001372,62
1001374,2
1001375,2
1001380,2
1001382,62
1001384,14
1001385,14
7151806,2
1001386,62
1001388,14
1001389,33
7151805,14
1001390,62
1001391,14
1001394,2
1001397,15
1001398,15
1001399,15
1001400,15
1001401,15
1001402,2
1001405,14
1001408,4
1001410,14
1001413,14
1001425,14
1001427,2
1001428,14
1001430,14
1001434,47
1001435,47
1001436,47
1001437,62
1001439,2
1001440,2
1001443,15
1001444,28
1001445,2
1001446,14
1001448,14
1001451,4
1001452,47
1001453,47
1001454,47
1001455,47
1001456,47
1001457,47
7151791,2
1001463,14
1001464,33
1001465,14
1001466,14
1001467,14
1001468,4
1001472,14
1001473,14
1001474,14
1001475,14
1001476,14
7151786,4
1001499,62
1001501,71
1001502,146
1001503,146
1001504,146
1001505,161
7151781,2
1001511,2
1001517,14
1001519,14
1001530,11
1001534,14
1001537,62
1001539,14
1001542,14
1001544,2
1001553,14
1001554,14
1001564,2
1001565,14
1001566,14
1001569,118
1001570,52
1001592,14
1001596,2
1001598,11
1001599,11
1001604,14
1001613,14
1001614,14
1001617,14
7151755,2
1001618,14
1001620,11
7151754,14
1001625,62
1001626,147
1001627,2
1001628,14
1001635,2
7151751,14
7151750,2
1001642,60
1001646,2
1001649,15
1001651,62
1001653,12
1001655,14
1001661,62
1001662,62
1001663,55
1001664,10
1001665,62
7151745,2
1001669,2
1001670,2
7151744,14
1001675,14
1001676,15
1001681,14
1001682,12
1001684,88
1001685,88
1001688,83
1001691,15
1001693,39
1001699,4
1001704,62
1001705,62
7151737,7
1001706,62
1001707,62
7151736,2
1001708,62
1001711,30
1001712,26
1001714,83
1001715,11
1001722,62
1001726,14
1001727,14
1001728,14
1001729,14
1001730,2
1001731,100
1001734,62
1001735,62
1001736,62
1001737,62
1001738,62
1001739,11
1001744,201
1001745,59
1001746,36
1001750,88
1001751,13
1001765,74
1001767,4
1001768,164
1001769,164
1001770,150
1001771,12
1001772,62
1001773,188
1001774,148
1001780,36
1001781,36
1001782,12
1001783,2
1001785,36
1001786,36
1001787,164
1001788,164
7052618,2
1001799,13
1001800,88
1001801,13
1001802,88
1001805,12
7052612,2
1001820,15
1001823,14
1001824,14
1001825,14
1001826,14
1001827,14
1001828,14
1001833,11
1001834,129
1001835,60
7052608,2
1001837,9
1001838,15
1001844,1
1001846,14
1001847,164
1001848,164
1001849,164
1001850,164
1001851,13
1001856,34
1004000,2
1004008,5
1004009,163
1004010,4
1004012,173
1004019,62
1004020,148
1004021,148
1004022,148
1004023,14
1004034,62
1004036,14
1004038,4
1004039,1
1004041,2
1004042,13
1004043,19
1004044,62
1004047,12
1004048,14
1004051,130
1004052,166
1004057,191
1004058,9
1004059,19
1004060,62
1004064,130
1004065,62
1004067,33
1004069,19
1004070,62
1004072,52
1004080,87
1004084,55
1004086,164
1004096,62
1004100,2
1004104,87
1004105,62
1004106,14
1004107,14
1004108,14
1004112,14
1004113,15
1004114,14
1004116,11
1004117,88
1004119,12
7205915,14
1004124,19
1004125,62
7205914,4
1004127,143
7205913,4
1004132,2
1004133,130
1004143,2
1004145,12
1004149,14
1005000,12
1005001,131
1005003,64
1005004,53
1005006,63
1005007,11
1005008,62
1005009,62
1005010,62
1005011,146
1005013,63
1005014,31
1005015,64
1005016,67
1005017,59
1005021,19
1005022,61
1005024,12
1005025,61
1005026,186
1005027,11
1005028,135
1005029,129
1005030,67
1005031,11
1005032,52
1005035,2
1005036,191
1005038,62
7015688,62
1005039,105
1005040,11
1005041,11
7015687,62
1005043,58
1005045,63
1005046,55
7015686,92
1005047,136
1005048,136
1005050,15
7015685,92
1005051,14
1005052,130
1005054,62
1005055,173
7015684,92
1005056,173
1005057,11
1005058,71
7015683,92
1005059,12
7015682,92
1006010,64
1006011,64
1006023,26
1006024,26
1006025,64
1006026,64
1006027,138
1006028,130
1006029,130
1006030,130
1006031,130
1006034,71
1006035,71
1006036,62
1006037,71
1006038,62
1006039,14
1006040,15
1006041,15
1006042,64
1006043,138
1006044,64
1006045,64
1006046,14
1006051,62
1006052,62
1006053,62
1006054,62
1006055,62
1006056,62
1006057,62
1006058,138
1006059,71
1006060,71
1006061,62
1006062,62
1006064,71
1006072,71
1006073,71
1006081,62
1006082,62
1006083,33
1006084,33
1006085,33
1006086,33
1006087,33
1006088,60
1006089,60
1006090,14
1006091,14
1006097,62
1006098,62
1006099,62
1006100,62
1006101,62
1006102,62
1006103,62
1006104,62
1006105,62
1006106,62
1006111,14
1006112,14
1006117,62
1006128,62
1006129,62
1006130,62
1006131,64
1006132,64
1006133,64
1006134,15
1006139,15
1006140,15
1006141,62
1006142,62
1006143,62
1006163,62
1006164,4
1006169,14
1006170,14
1006171,14
1006172,14
1006173,64
1006174,64
1006175,64
1006176,64
1006178,64
1006179,64
1006180,64
1006181,64
1006182,64
7015641,2
1007001,14
1007002,14
1007008,2
1007009,15
1007011,2
1007012,2
1007013,13
1007015,62
1007016,53
1007017,14
1007020,12
1007021,14
1007022,14
1007023,2
1007024,2
1007025,2
1007026,2
1007028,2
1007029,55
7015635,2
1007030,2
1007031,61
1007032,14
1007035,11
1007037,2
1007038,173
1007042,14
1007043,218
1007045,14
7015632,29
1007050,19
1007051,74
1007052,2
1007053,2
7015631,29
1007054,88
1007055,14
1007056,147
1007057,12
1007059,14
1007060,15
1007061,82
1007062,174
1007065,74
1007071,14
1007079,31
1007080,188
1007083,144
1007084,2
1007087,2
1007088,14
1007090,88
1007093,1
1007095,15
1007096,2
1007097,15
1007098,2
1007099,125
1007133,1
1007134,2
1007136,14
1007137,2
1007138,14
1007141,14
1007143,2
1007144,14
1007147,14
1007148,82
1007149,11
1007150,2
1007151,19
1007153,2
1007157,44
1007160,2
1007161,62
1007170,14
1007171,14
1007172,2
1007173,2
1007175,2
1007176,14
1007181,14
1007182,33
1007183,62
1007186,2
1007187,2
1007190,2
1007191,2
1007192,2
1007194,2
1007196,2
1007198,2
1007206,44
1007208,1
1007209,2
1007211,15
1007213,15
1007216,2
1007220,2
7015601,2
1007222,2
1007224,2
1007226,2
1007227,2
1007229,62
1007231,2
7015599,14
1007232,2
1007234,100
1007236,14
1007237,33
1007238,62
1007239,14
1007241,19
1007242,9
1007245,57
1007247,14
1007248,159
1007251,14
1007253,82
1007254,31
1007257,188
1007262,14
1007263,19
7015593,7
1007266,2
1008000,62
7015592,11
1008002,162
1008003,162
1008004,62
7015591,11
1008005,2
1008006,62
1008007,62
1008008,14
1008013,15
1008015,182
1008016,59
1008017,59
1008020,2
1008021,63
1008022,211
1008023,14
1008024,2
1008025,2
1008028,14
1008030,14
1008031,2
1008033,58
1008034,62
1008035,176
1008036,2
1008037,2
1008038,2
1008039,2
1008040,14
1008046,14
1008047,19
1008048,2
1008049,2
1008050,2
1008052,14
1008056,189
1008057,162
1008058,12
1008059,61
1008062,194
1008063,164
1008064,164
1008065,14
1008066,60
1008067,60
1008068,164
1008069,60
1008070,2
1008071,15
1008072,62
1008073,71
1008077,63
1008078,147
1008079,12
1008082,63
1008083,63
1008084,63
1008085,12
1008086,12
1008087,14
1008089,182
1008090,62
1008091,62
1008093,95
1008102,2
1008103,2
1008104,63
1008105,63
1008107,36
1008109,62
1008111,62
1008112,12
1008113,127
1008116,60
1008118,71
1008119,131
1008121,2
1008122,14
1008124,62
1008127,215
1008129,129
1008130,88
1008131,74
1008132,74
1008146,62
1008149,14
1008150,14
1008151,129
1008152,166
1008153,63
1008154,62
1008155,62
1008156,139
1008158,74
1008159,62
1008160,62
1008163,5
1008164,14
1008165,12
1008166,92
1008168,151
1008170,180
1008171,180
1008172,180
1008175,43
1008179,2
1008183,14
1008184,14
1008185,62
1008187,33
1008188,147
1008189,92
1008190,4
1008191,33
1008193,43
1008195,2
1008199,15
1008200,15
1008204,62
1008205,2
1008206,33
1008207,2
1008211,62
1008212,62
1008213,62
1008214,2
1008215,165
1008216,165
1008218,14
1008237,20
1008240,14
1008245,205
1008246,198
1008247,14
1008248,14
1008254,136
1008256,2
1008257,29
1008265,28
1008266,10
1008269,9
1008270,14
1008276,63
1008277,63
1008278,63
1008279,12
1008281,123
1008285,180
1008286,180
1008287,180
